programming_skills_count,ml_skills_count,sql_proficiency,cloud_skills_count,projects_count,certifications_count,experience_years,education_tier,ats_score,resume_match_score,is_employable
4,2,7,1,3,3,1.5,1,58.6,51.7,0
3,5,4,4,1,0,1.8,1,51.2,38.4,0
4,4,1,0,1,4,0.8,2,45.8,46.2,0
3,5,8,3,5,0,1.4,4,56.6,52.0,1
2,3,10,0,4,4,0.8,4,51.8,32.5,0
5,5,4,3,1,0,0.2,2,51.6,47.2,0
2,5,3,3,1,1,2.8,3,48.2,50.1,0
6,3,7,2,5,0,3.3,2,57.6,59.6,1
3,2,2,2,3,4,2.9,4,38.8,52.4,0
6,3,8,1,2,0,1.9,2,49.9,50.5,0
11,4,6,1,0,0,1.4,1,60.4,45.9,0
10,5,7,3,2,0,6.0,1,76.7,72.8,1
9,3,5,0,1,4,2.2,2,62.0,48.2,0
1,5,9,4,4,0,2.0,3,53.3,64.4,1
6,4,5,4,0,3,0.1,2,42.9,59.6,0
9,1,5,0,0,3,1.3,4,56.3,59.9,0
11,4,3,0,4,4,1.4,2,71.7,64.5,1
4,0,1,2,0,1,1.5,2,41.6,51.9,0
11,0,2,4,4,3,2.6,2,66.7,73.3,1
2,0,8,3,0,2,2.3,2,41.5,45.8,0
4,5,1,1,5,3,2.8,3,64.5,34.4,0
1,2,7,2,5,2,4.3,2,50.8,48.3,0
3,2,5,4,2,4,5.0,2,52.9,62.7,1
10,2,3,0,0,1,3.8,2,70.8,61.5,0
9,5,7,4,3,2,9.3,2,73.2,84.3,1
10,4,9,3,4,2,0.1,4,67.1,57.2,1
5,2,2,2,0,3,0.7,1,46.3,48.6,0
11,1,8,0,5,2,0.0,3,70.6,53.0,1
6,0,9,3,5,4,3.1,2,75.4,65.8,1
3,4,3,1,4,4,6.8,2,63.7,53.6,0
5,0,2,2,3,4,0.8,4,45.3,46.5,0
11,2,7,3,0,3,7.9,2,80.2,81.0,1
8,4,5,3,0,1,0.2,2,54.5,53.6,0
6,3,5,0,3,3,8.2,2,65.7,57.4,0
4,1,10,1,3,4,1.3,2,61.3,49.9,0
2,2,5,3,3,3,0.3,3,42.7,36.8,0
9,2,4,2,5,4,2.0,2,80.6,62.7,1
1,1,5,3,4,0,0.9,3,49.1,39.4,0
1,1,4,4,3,0,1.0,2,52.2,39.0,0
4,3,6,2,4,2,1.1,2,73.9,62.0,0
7,2,4,2,2,1,4.9,1,63.8,72.0,0
1,5,2,3,0,0,2.3,2,40.1,43.0,0
9,2,9,0,0,4,1.1,4,50.1,52.5,0
4,0,2,2,1,3,2.8,2,49.8,37.9,0
3,4,9,4,2,3,3.8,2,46.0,47.2,0
1,4,10,0,3,2,1.0,3,45.0,26.3,0
10,0,6,0,3,3,1.6,3,84.3,57.6,1
4,4,9,0,5,0,0.4,1,57.6,39.9,0
9,1,9,2,2,3,0.6,3,57.4,62.9,1
10,4,3,0,3,0,3.4,2,68.4,65.9,1
6,4,1,3,1,0,0.6,2,49.1,58.5,0
6,0,1,0,4,1,2.2,2,67.8,41.5,0
1,3,3,4,0,2,3.7,2,42.2,55.4,0
10,4,5,1,2,4,0.3,2,72.2,63.6,1
2,5,3,4,0,0,2.5,2,41.3,50.5,0
11,4,9,2,4,2,0.9,2,69.0,53.2,1
6,3,9,0,2,4,9.9,3,62.6,71.1,1
2,0,3,0,4,3,2.0,4,50.1,39.2,0
3,3,3,3,3,2,4.9,3,46.1,37.4,0
4,0,5,0,3,2,2.4,2,42.1,58.8,0
11,1,2,4,3,2,0.1,2,70.6,68.4,1
5,0,6,2,4,3,3.0,2,50.0,72.0,1
9,1,7,1,4,3,9.1,2,80.8,75.0,1
4,1,9,0,4,2,2.8,2,54.9,43.6,0
11,0,6,1,0,1,5.1,2,72.5,71.5,1
9,5,3,0,4,0,6.5,2,64.2,59.2,1
11,2,5,2,3,3,0.8,2,71.5,66.3,1
10,0,4,4,1,1,0.7,2,62.6,84.4,1
3,4,5,2,4,3,2.8,2,58.0,43.3,0
8,5,8,1,1,2,1.6,2,64.2,60.1,1
1,5,8,0,3,1,5.5,2,53.4,37.4,0
11,4,6,1,4,4,6.9,2,64.9,72.3,1
9,2,1,4,0,0,1.3,2,59.5,82.7,0
9,5,8,2,0,0,0.8,2,57.9,64.6,0
10,1,8,1,1,3,4.5,1,64.9,71.9,1
2,2,2,1,5,0,1.0,3,48.3,40.7,0
4,4,4,4,0,4,5.2,3,49.4,82.2,0
8,2,2,0,0,1,1.7,2,63.8,46.3,0
7,0,4,1,0,1,3.3,1,49.8,45.9,0
1,2,10,4,3,2,0.3,3,34.7,58.8,0
5,1,7,0,0,1,2.9,2,41.6,45.1,0
7,0,9,0,2,3,1.8,2,57.9,53.6,0
4,3,8,2,4,4,2.7,1,67.8,63.8,0
1,4,9,4,0,2,0.6,2,51.3,50.5,0
9,4,8,0,5,3,4.0,3,77.2,75.3,1
5,2,2,2,5,3,6.0,3,61.6,61.2,1
11,5,7,3,0,3,0.7,2,55.0,64.4,1
2,0,2,4,0,0,0.3,2,45.1,33.1,0
8,3,2,3,2,3,0.1,2,65.7,62.7,0
11,0,4,0,0,0,3.1,1,60.0,47.4,0
2,4,1,4,0,1,2.8,4,52.2,56.3,0
3,0,5,2,4,0,2.4,2,53.8,59.0,0
10,3,6,0,5,3,0.8,2,75.0,56.3,1
1,5,9,4,2,4,1.5,3,51.3,50.5,0
11,2,10,4,5,4,2.7,3,66.9,82.8,1
2,1,8,3,2,1,2.1,3,50.2,53.9,0
7,0,2,0,5,3,13.2,1,91.3,79.4,1
10,1,1,2,0,0,0.4,2,54.3,62.7,0
2,4,2,2,5,4,3.6,2,50.9,32.7,0
6,2,7,0,5,2,1.6,2,66.0,56.0,0
3,2,4,0,2,3,1.7,4,49.9,38.8,0
4,0,10,1,1,3,3.8,2,50.0,44.2,0
11,5,5,3,2,2,3.5,4,69.5,76.7,1
8,2,7,0,2,4,14.2,2,68.9,76.9,1
3,0,3,0,2,2,0.4,3,49.6,33.0,0
10,0,10,1,3,1,0.3,2,74.6,50.1,1
6,1,2,1,3,0,3.9,4,57.2,58.7,1
1,2,7,4,3,0,2.6,2,43.6,45.2,0
7,0,5,2,2,4,1.0,2,57.9,57.0,0
8,1,1,3,1,2,0.2,3,72.5,63.6,1
11,3,1,4,2,3,0.3,2,71.2,78.8,1
8,1,9,0,0,3,6.7,2,62.1,77.0,1
3,1,5,1,1,3,0.6,4,45.3,43.8,0
10,0,1,2,3,1,1.2,2,73.5,61.1,1
1,4,7,4,5,1,0.8,2,45.4,59.5,0
9,4,9,2,5,3,1.3,1,72.9,69.2,1
6,5,1,1,4,4,0.2,3,51.8,50.1,0
11,4,10,4,1,1,2.2,2,70.5,77.1,1
9,1,4,4,3,1,0.2,2,60.9,67.1,1
7,5,3,2,1,0,4.8,1,61.4,64.3,0
1,0,5,1,1,0,0.8,2,38.7,36.7,0
1,2,7,0,5,4,2.3,1,57.4,29.9,0
6,1,8,4,2,1,6.4,1,61.7,70.5,1
5,1,2,0,0,1,3.2,2,63.7,60.5,0
9,5,7,1,4,2,2.3,2,76.7,54.4,1
2,0,1,4,3,4,1.2,2,40.8,49.2,0
8,3,7,4,1,4,1.2,2,58.1,59.9,1
11,1,8,0,4,2,3.3,1,78.6,71.6,1
5,3,2,3,1,2,15.4,2,68.9,86.6,1
2,3,9,0,5,0,3.3,2,64.1,31.9,0
10,4,1,0,0,4,2.4,2,67.2,45.3,0
11,0,6,3,5,4,3.9,2,77.1,81.1,1
11,3,1,1,4,2,1.9,3,77.9,55.0,1
6,0,3,1,3,3,0.2,2,41.5,54.6,0
10,4,6,4,1,3,2.5,1,71.4,69.0,1
8,0,3,2,0,0,9.5,1,72.1,78.9,1
4,1,8,2,5,3,0.6,2,50.6,51.1,0
2,3,5,4,4,3,3.5,3,56.2,51.6,0
11,0,2,2,5,3,0.7,2,60.6,59.6,1
5,2,4,0,1,1,2.3,2,47.4,50.7,0
2,0,9,0,1,0,0.3,1,48.9,30.7,0
2,3,4,3,3,2,1.8,2,49.5,56.5,0
6,4,10,3,0,3,4.2,2,54.1,57.3,1
11,4,10,4,2,1,1.3,2,66.4,76.3,1
10,3,8,4,5,3,3.3,3,74.0,72.2,1
9,1,5,4,1,1,4.8,2,70.4,75.1,1
4,1,10,0,4,0,7.9,2,61.9,49.2,0
6,4,1,2,5,3,0.8,2,64.4,52.2,1
7,4,7,4,3,1,1.5,2,53.3,46.3,0
11,3,3,4,3,4,0.5,2,71.9,66.7,1
6,1,10,0,1,4,14.7,2,70.8,67.3,1
8,4,8,0,1,1,7.9,2,66.6,63.6,1
4,1,3,0,1,3,2.3,2,47.6,53.2,0
1,4,1,2,2,3,5.5,3,49.1,44.6,0
7,0,5,4,1,0,2.2,2,50.2,75.4,1
3,2,2,1,5,0,2.9,3,60.5,40.2,0
6,5,4,1,5,2,0.3,2,64.4,41.2,0
2,0,1,4,0,0,4.2,2,37.8,43.4,0
9,5,9,4,4,3,0.4,3,61.8,71.5,1
1,4,6,4,1,2,5.2,2,47.8,56.5,0
6,2,8,4,5,0,4.6,3,64.0,71.1,1
6,2,4,2,5,1,3.7,3,64.9,59.6,1
5,4,9,1,5,4,0.1,1,68.4,46.1,0
5,4,2,3,2,0,1.1,2,46.5,56.9,0
1,1,9,1,4,0,0.9,2,34.7,52.7,0
10,4,5,1,3,1,1.3,4,62.9,57.6,1
5,3,6,0,5,3,0.3,3,56.9,57.4,0
2,4,3,4,1,1,8.3,1,51.4,69.9,1
7,3,4,4,5,0,2.4,2,68.1,68.4,1
3,4,6,4,4,3,1.1,2,47.1,57.4,0
4,1,7,0,3,2,1.5,2,46.5,20.4,0
3,3,1,2,2,0,1.8,1,45.2,45.9,0
3,0,7,2,0,1,2.8,2,41.8,44.8,0
4,3,1,3,1,2,2.2,2,62.3,69.2,1
5,1,5,2,0,4,7.6,1,66.6,60.7,0
1,5,6,2,2,2,2.1,3,35.3,43.0,0
4,3,2,4,4,1,14.5,3,64.0,79.9,1
11,4,10,1,4,2,5.7,3,77.3,62.2,1
8,4,9,2,2,1,0.7,3,70.1,54.3,1
10,5,10,2,5,0,8.0,2,85.5,82.1,1
7,1,6,0,2,3,0.4,2,55.8,33.2,0
9,2,7,3,1,4,5.1,2,62.2,74.4,1
5,4,10,0,3,3,1.4,3,62.1,38.8,0
10,0,8,4,0,3,6.3,3,67.5,89.5,1
4,1,10,1,0,3,6.1,2,63.3,57.2,1
8,3,1,3,4,1,4.9,3,59.9,58.7,1
9,3,8,0,5,1,4.7,2,76.9,58.0,1
7,0,4,2,4,4,1.1,2,58.7,59.6,0
7,4,10,2,1,1,0.3,2,55.8,52.8,0
5,1,8,3,2,1,1.5,1,54.8,56.8,0
4,0,6,2,0,1,0.6,1,47.7,47.9,0
10,4,9,0,1,1,3.6,2,70.7,67.5,1
1,1,4,0,4,0,1.3,2,57.5,37.9,0
10,3,2,2,4,4,11.1,2,95.4,81.7,1
10,1,2,2,0,1,3.1,2,61.7,67.7,1
7,5,5,4,4,4,5.2,2,64.9,63.3,1
1,2,10,1,5,2,0.4,2,43.0,47.0,0
1,1,9,3,4,0,5.9,2,58.7,74.4,1
5,2,3,0,3,1,7.7,2,70.0,54.0,0
9,1,8,3,2,0,2.0,3,54.7,66.9,1
6,2,4,4,4,0,2.8,2,69.3,71.1,1
3,5,6,0,3,2,4.3,2,55.0,52.4,0
3,3,10,4,1,4,0.6,3,37.4,53.8,0
7,4,6,4,4,0,2.1,3,58.5,58.4,1
6,2,3,2,5,3,1.5,3,57.3,67.5,1
9,5,5,3,1,2,0.5,2,52.5,68.6,1
6,2,3,3,4,3,1.4,1,63.7,59.5,0
5,3,1,2,0,2,0.2,2,51.5,44.8,0
10,2,7,3,3,3,0.1,2,74.8,66.0,1
7,5,4,2,3,3,0.4,3,54.4,42.6,0
1,5,7,0,0,0,9.9,2,54.1,55.5,0
7,0,3,4,2,0,2.4,1,55.1,72.7,0
3,3,5,4,5,2,10.1,2,69.4,71.3,1
9,0,5,3,3,4,1.7,2,56.0,59.3,1
6,3,2,1,1,0,1.1,2,45.6,53.7,0
9,2,10,4,5,0,2.1,3,75.3,75.8,1
5,5,2,2,3,1,1.7,3,47.2,47.4,0
7,0,4,1,2,0,0.3,3,59.6,58.1,0
4,2,4,1,1,4,3.1,2,46.9,52.7,0
7,5,4,4,5,1,0.7,2,52.4,60.9,0
1,3,6,4,1,3,2.9,2,28.8,47.8,0
7,5,2,4,0,3,3.2,2,63.9,65.9,1
8,2,6,2,4,1,0.5,3,51.9,51.1,0
5,0,7,1,0,1,0.2,2,45.9,48.2,0
2,0,10,3,5,1,4.6,3,60.9,57.6,1
5,5,3,2,4,2,1.8,2,50.9,61.0,0
6,2,8,0,0,4,0.2,1,45.1,47.4,0
2,1,2,4,4,4,15.8,1,76.0,80.2,1
6,3,8,1,3,3,0.2,2,57.7,46.9,0
6,3,5,2,1,3,3.6,2,53.3,52.3,0
1,2,2,0,4,3,12.3,2,67.1,51.7,1
1,1,7,2,3,0,0.8,3,45.3,51.0,0
11,0,2,2,2,3,0.5,3,59.1,69.8,0
10,4,6,3,0,1,0.4,2,64.8,69.1,0
3,4,10,3,2,3,1.1,3,49.5,37.2,0
10,2,3,2,5,1,0.3,2,58.9,64.8,1
10,1,9,0,3,2,3.5,2,72.9,52.1,1
3,1,3,1,2,0,0.2,3,43.2,32.5,0
4,3,3,1,2,0,2.1,4,50.3,39.3,0
2,0,5,4,3,4,16.0,2,70.9,72.4,1
9,5,7,4,1,2,5.0,2,60.1,81.4,1
10,1,8,1,4,1,2.9,2,82.1,65.2,1
11,5,7,2,5,2,1.1,2,64.4,59.9,1
7,4,9,2,5,0,2.9,2,67.6,55.7,1
7,5,5,3,0,1,2.2,3,56.1,65.5,0
6,0,10,3,4,2,1.7,2,60.9,63.4,1
3,0,3,4,0,0,0.4,2,41.1,53.2,0
6,5,6,1,5,1,6.5,2,68.2,52.2,1
8,2,5,2,4,1,1.8,2,60.5,57.3,1
8,1,4,1,2,0,0.6,2,53.6,71.3,1
11,2,2,0,1,1,1.4,2,70.7,51.5,0
9,5,7,1,2,0,1.6,3,59.6,61.5,1
1,1,5,0,1,3,5.3,1,60.4,56.8,0
1,3,4,3,3,3,4.0,2,54.7,48.2,0
3,2,8,3,0,1,4.4,3,32.2,68.8,0
3,2,9,4,0,1,0.0,2,46.9,46.7,0
10,5,9,1,3,0,1.6,2,66.6,47.6,1
8,4,3,1,4,1,2.0,2,57.2,53.0,0
10,5,3,0,3,4,0.1,2,72.4,49.8,0
1,2,5,3,5,3,0.9,2,48.4,32.9,0
2,1,5,0,3,1,4.3,2,50.2,39.8,0
2,4,10,3,1,1,0.4,3,44.8,53.2,0
3,5,2,0,5,2,2.3,3,64.4,37.5,0
6,5,1,3,3,1,0.7,2,57.5,54.2,0
1,2,8,0,0,4,0.0,1,37.5,42.2,0
2,2,3,3,2,3,0.8,1,41.5,41.8,0
1,3,1,0,1,2,11.2,1,63.2,56.9,0
5,5,1,1,1,0,4.9,2,56.5,42.8,0
7,2,2,4,4,0,9.6,1,73.5,72.1,1
8,0,6,0,2,3,2.0,2,58.5,52.1,0
10,4,6,4,1,0,0.3,3,66.2,78.1,1
1,0,3,1,3,4,2.4,2,46.7,33.9,0
7,4,4,1,1,1,1.8,3,61.8,47.8,0
5,5,2,3,1,3,5.6,3,54.0,65.0,1
10,3,2,4,1,2,0.3,2,64.3,72.6,0
1,2,7,2,4,1,2.0,3,51.5,35.9,0
3,2,1,3,1,0,0.5,3,39.1,45.2,0
7,2,7,4,1,0,1.2,2,54.1,71.2,1
10,5,1,0,4,2,4.0,2,59.9,54.0,0
1,4,6,0,5,4,1.9,2,48.1,38.4,0
7,2,3,1,2,2,1.4,3,48.1,49.9,0
5,0,8,2,5,3,1.5,2,72.7,62.0,1
1,2,6,0,0,2,1.8,2,30.6,39.9,0
1,5,2,4,4,0,4.6,2,69.6,61.0,1
1,3,8,4,4,4,6.7,2,60.3,54.8,1
11,0,5,0,1,4,9.3,2,72.6,80.1,1
9,2,8,4,1,2,4.6,3,69.1,80.4,1
11,2,8,4,0,3,1.1,2,57.0,77.2,1
3,1,6,1,1,0,3.5,3,40.9,45.3,0
5,4,2,2,3,1,1.7,3,56.6,53.7,0
11,0,8,1,1,4,0.9,2,67.2,49.6,0
10,1,6,2,1,2,5.5,2,75.4,84.2,1
9,3,6,4,3,3,0.1,3,65.5,62.5,1
6,4,8,2,0,3,7.0,3,55.5,62.2,0
9,0,1,4,3,0,1.9,2,73.4,60.6,1
8,2,2,4,4,4,3.0,2,74.1,74.2,1
8,0,9,1,3,0,3.2,2,66.6,63.0,0
1,2,8,1,2,1,6.8,3,59.6,46.1,0
9,4,7,3,4,1,3.0,3,82.5,52.1,1
6,2,7,0,1,1,2.9,2,51.7,45.2,0
9,3,5,3,4,3,0.2,3,59.7,66.6,1
3,5,2,3,0,4,2.2,2,41.5,53.7,0
3,2,6,2,0,0,0.5,3,34.2,45.1,0
6,3,10,4,3,0,4.0,2,65.3,63.3,1
9,5,3,4,4,1,2.2,2,58.4,59.3,1
7,4,4,4,1,4,3.4,2,65.6,74.4,1
3,4,10,0,0,4,0.1,2,37.8,27.6,0
3,0,2,2,5,2,0.3,2,62.7,43.5,0
2,3,2,2,1,4,3.8,2,32.2,41.6,0
9,3,8,4,5,4,0.2,2,65.3,73.9,1
3,1,8,3,2,0,0.2,1,39.2,52.5,0
11,1,10,0,5,4,0.0,1,79.9,55.1,1
5,5,6,3,0,4,9.4,3,70.2,74.8,1
9,5,5,1,3,0,4.0,2,54.3,52.8,0
8,1,8,2,2,4,1.3,1,64.8,58.8,0
2,5,4,2,4,0,1.1,2,57.4,36.5,0
3,2,4,3,1,2,1.3,1,48.0,57.5,0
2,1,5,0,0,3,4.5,3,49.6,45.7,0
8,3,1,2,2,0,3.2,3,65.6,67.4,1
6,2,1,3,2,0,0.6,2,59.3,52.7,0
6,5,2,0,0,4,0.6,3,42.5,51.2,0
9,4,8,3,4,0,0.3,3,72.5,55.7,1
8,0,7,0,4,1,3.2,3,68.7,49.0,0
4,1,10,4,3,1,4.3,2,58.7,60.6,1
4,4,9,0,5,2,0.9,2,61.1,35.1,0
9,5,5,1,4,0,0.1,2,57.3,61.1,0
1,3,2,4,3,4,0.3,2,35.8,43.6,0
2,0,7,3,5,4,10.3,2,66.6,56.5,1
2,4,8,4,2,3,1.1,2,55.2,42.4,0
6,0,7,4,0,2,4.4,2,47.7,71.8,1
4,1,7,3,4,4,2.9,2,59.3,38.0,0
11,5,5,3,3,3,1.4,2,64.6,63.5,1
10,3,2,1,2,4,0.7,2,57.9,69.6,0
3,5,6,3,4,3,0.4,3,55.2,46.3,0
3,0,4,2,1,1,2.9,3,53.0,54.7,0
3,4,10,2,2,1,4.5,2,48.6,55.5,0
6,1,2,1,4,4,3.1,2,71.2,52.7,1
8,1,9,0,2,2,2.3,2,63.5,42.5,0
11,5,7,0,0,0,0.1,2,57.9,48.5,0
7,4,6,2,0,2,10.4,3,68.0,63.8,1
4,4,5,3,0,2,4.8,2,63.2,62.5,0
11,0,3,1,5,0,1.0,1,77.8,67.6,1
4,5,10,0,1,1,11.7,3,59.7,55.0,1
11,5,10,0,0,1,2.8,2,63.2,61.9,0
10,2,4,4,1,0,2.6,2,64.2,73.8,1
11,5,3,2,0,3,4.1,1,69.4,72.5,1
11,1,8,3,5,2,5.0,2,80.7,71.7,1
11,0,3,1,2,4,3.2,2,80.4,78.2,1
2,4,7,0,4,1,0.4,1,48.7,40.5,0
1,5,7,4,4,4,1.2,2,38.7,49.2,0
9,0,7,2,0,0,7.9,3,67.9,70.1,1
2,5,7,2,4,4,0.8,2,47.9,37.5,0
8,4,2,1,0,4,1.4,3,45.7,58.8,0
9,3,10,0,0,2,1.7,2,53.1,52.2,0
4,4,3,1,3,0,1.7,2,51.8,47.6,0
8,4,10,1,3,4,2.8,2,71.2,45.3,0
9,4,9,4,3,1,8.6,2,66.3,78.3,1
10,5,3,2,1,0,0.8,2,62.8,62.7,1
10,2,2,3,3,1,0.4,2,78.4,73.0,1
5,4,9,2,0,3,0.7,3,45.9,44.2,0
7,1,10,2,5,4,6.5,2,71.5,55.9,1
10,1,9,4,5,0,3.1,2,78.5,77.7,1
4,0,4,3,2,1,1.0,3,53.4,51.9,0
1,2,9,0,3,4,5.1,2,60.8,29.6,0
3,0,3,3,5,2,5.9,2,62.0,47.0,1
5,1,7,0,3,1,5.6,2,66.1,48.1,1
3,1,7,3,2,1,7.5,2,62.2,61.0,0
11,3,8,1,5,3,0.9,2,71.0,72.3,1
7,4,10,3,0,2,4.2,2,56.0,58.0,0
9,1,4,4,1,3,1.9,2,60.0,73.6,1
6,5,3,0,3,2,5.5,2,56.6,41.2,0
10,5,3,2,5,1,3.9,2,73.0,71.6,1
1,0,5,4,5,3,4.5,3,65.4,65.1,1
7,0,1,0,2,4,3.2,3,66.4,54.3,0
3,4,10,0,0,2,0.6,2,39.0,33.9,0
5,4,3,2,4,1,2.4,2,59.4,62.4,1
10,3,6,1,5,0,12.5,3,94.1,83.5,1
4,2,3,4,1,2,8.3,2,61.4,70.0,1
10,0,5,2,2,2,0.1,2,67.0,55.1,1
5,4,9,2,5,4,0.5,2,62.5,53.0,1
5,0,2,1,5,2,0.4,3,60.4,42.0,0
6,4,2,4,2,2,3.9,1,58.0,68.2,1
10,1,6,2,2,4,5.1,4,62.5,71.5,1
10,0,6,1,3,4,0.7,2,69.7,67.4,1
11,1,8,4,5,3,2.1,2,73.5,71.3,1
6,0,2,3,4,1,5.5,2,56.6,64.4,1
8,2,9,0,1,1,4.0,2,57.8,62.7,1
8,3,2,1,0,3,2.3,3,61.2,56.1,0
11,5,1,0,0,1,2.7,4,51.7,62.2,0
9,5,10,3,4,2,2.1,2,61.8,64.0,1
8,5,2,2,2,3,1.1,4,60.0,57.8,0
11,1,7,2,2,3,2.5,3,76.4,73.7,1
2,4,8,4,2,1,3.5,2,55.7,68.2,1
10,5,5,1,5,0,6.2,2,87.8,57.9,1
11,2,6,1,2,1,3.0,2,70.0,57.6,1
1,5,1,4,2,0,4.3,2,47.4,53.2,0
10,0,6,0,5,3,0.5,1,75.3,56.3,1
2,1,8,2,5,0,1.9,2,49.3,43.8,0
2,0,3,2,4,2,0.0,1,43.6,38.2,0
3,0,1,1,3,4,0.8,3,43.4,33.9,0
10,0,4,1,5,0,3.9,3,81.9,61.2,1
7,3,1,4,1,4,14.4,2,69.5,93.2,1
2,3,8,3,2,2,0.3,2,50.9,46.7,0
1,4,5,0,3,4,1.5,2,47.9,40.0,0
6,1,1,3,0,2,4.8,2,62.1,55.8,1
9,2,8,3,4,4,0.7,2,59.2,74.3,1
3,2,9,1,3,4,2.4,2,49.0,41.4,0
6,2,10,1,5,1,4.0,2,69.4,59.0,1
3,0,2,1,2,0,2.9,1,48.3,45.3,0
1,3,9,3,2,4,0.6,1,28.2,40.3,0
5,1,8,0,2,3,1.3,1,44.7,47.9,0
10,0,7,1,3,1,4.6,3,64.7,71.0,1
11,3,3,2,2,0,2.4,4,61.6,87.7,1
4,3,2,0,5,1,0.0,2,60.4,44.5,0
7,5,7,2,3,0,4.3,2,66.4,66.6,1
6,5,5,0,2,2,0.1,2,54.3,53.2,0
10,1,6,1,0,4,4.1,2,75.2,69.6,1
7,1,4,4,0,3,0.7,2,58.5,62.5,0
5,1,2,1,1,1,9.5,2,67.6,65.4,1
4,0,9,3,2,1,1.4,3,41.9,59.0,0
7,4,3,3,2,1,1.2,2,57.5,69.9,0
7,1,7,0,3,1,0.5,3,60.4,37.8,0
6,5,8,3,3,4,1.1,1,54.8,44.2,0
8,4,2,1,2,0,6.3,2,77.3,74.2,1
4,0,6,2,1,4,16.0,1,70.6,70.2,1
10,4,8,1,2,2,1.4,2,56.7,49.4,1
5,2,7,0,5,4,1.8,2,55.2,33.5,0
4,4,3,3,3,4,3.8,2,70.8,70.0,1
1,1,1,2,2,2,6.5,2,49.5,57.4,0
8,0,6,4,3,4,2.7,2,51.7,63.3,1
1,1,8,2,2,0,1.5,2,40.8,36.9,0
5,5,6,2,4,3,1.6,3,47.4,52.8,1
6,2,5,1,3,2,3.6,2,66.6,60.9,0
6,5,8,4,1,1,0.0,2,39.0,57.0,0
5,1,2,0,4,0,2.9,2,51.9,42.2,0
3,1,1,0,5,3,1.3,3,56.1,47.8,0
5,1,1,2,2,0,4.7,2,64.8,57.9,0
8,3,4,2,5,0,0.3,2,65.1,56.2,1
2,2,6,3,3,1,2.7,2,43.3,54.4,0
6,1,9,4,4,3,2.0,2,62.2,47.6,1
9,1,1,2,5,0,3.1,2,69.1,68.4,1
8,5,1,3,1,1,0.2,3,62.2,63.7,0
11,5,5,4,3,2,2.6,3,75.7,66.5,1
8,1,10,0,4,1,2.5,1,63.1,40.9,1
8,0,5,3,5,4,2.5,2,73.5,61.0,1
7,3,5,4,4,1,2.8,2,66.2,67.8,1
8,5,10,3,4,1,3.4,2,75.9,68.6,1
6,0,6,2,5,1,4.9,3,72.5,72.8,1
2,3,8,1,0,0,0.9,2,44.1,41.5,0
2,1,3,0,2,3,5.2,2,60.2,34.6,0
8,2,9,2,3,1,2.1,2,63.3,59.0,1
11,4,1,2,3,1,0.2,3,62.4,55.8,0
1,4,4,4,3,4,0.2,2,46.2,45.6,0
6,1,9,3,4,4,1.2,2,57.9,67.6,1
6,5,8,0,5,2,4.6,2,71.2,56.5,1
11,0,10,2,2,2,3.7,2,70.1,66.1,1
4,2,9,4,1,4,4.7,4,55.7,66.5,1
11,3,1,0,3,3,2.2,2,62.8,56.0,0
11,1,9,3,5,2,1.7,2,77.4,51.8,1
10,2,3,2,2,3,0.5,2,55.0,54.2,1
3,2,10,2,2,4,1.2,3,54.2,49.9,0
11,5,9,2,0,2,1.7,2,67.5,73.0,1
3,3,1,0,5,1,0.3,2,56.6,50.0,0
1,2,1,0,3,4,0.7,2,47.7,36.2,0
3,5,9,0,4,2,2.7,2,54.4,51.9,0
4,0,6,0,2,3,4.0,2,51.2,51.6,0
11,5,4,4,2,3,16.0,3,88.1,98.0,1
11,0,7,1,1,2,8.1,2,85.8,83.3,1
5,0,5,4,0,3,3.1,1,52.0,65.5,1
3,2,10,2,2,2,1.6,4,41.0,55.0,0
6,5,7,4,2,2,3.0,2,47.5,59.6,0
11,0,8,3,4,3,4.6,2,67.5,59.3,1
5,3,8,0,4,0,0.4,2,54.3,47.7,0
3,2,1,3,1,1,1.6,2,54.1,53.5,0
6,5,8,3,5,4,5.5,2,62.8,59.3,1
6,5,6,2,1,1,1.5,3,61.4,45.8,0
8,4,4,0,1,4,2.5,3,60.0,55.5,0
2,5,8,3,4,4,2.7,2,56.3,55.3,1
1,2,3,2,5,1,0.6,2,53.4,44.2,0
4,3,4,0,4,2,1.3,1,59.4,35.3,0
7,5,6,1,0,3,1.2,1,49.8,47.6,0
11,4,7,2,3,0,0.1,2,52.8,69.3,1
10,2,4,4,3,0,0.1,2,61.1,69.6,1
3,0,4,0,0,0,5.3,4,44.3,54.5,0
3,1,7,3,3,1,1.0,3,52.4,47.5,0
5,1,6,3,5,1,2.2,2,63.1,62.1,0
5,0,8,4,4,2,1.1,2,56.0,58.1,1
10,5,1,4,3,0,8.5,2,87.7,79.2,1
3,1,10,3,5,2,0.9,4,51.6,56.1,1
9,1,7,0,4,0,1.7,2,54.0,48.6,0
4,0,7,2,5,1,6.2,1,66.3,58.7,1
3,5,7,4,0,3,5.5,2,57.0,62.7,1
11,5,7,4,1,3,0.6,3,64.3,71.8,1
2,0,10,4,0,3,4.9,3,44.6,64.7,1
10,5,10,1,3,3,1.8,1,68.7,65.8,1
11,5,8,0,4,4,2.0,3,83.2,64.2,1
9,2,9,0,5,0,0.4,2,62.7,53.8,0
