experience_years,education_tier,skills_count,job_role,location_tier,certifications_count,projects_count,technical_expertise_score,salary
7.6,2,10,Data Scientist,2,4,6,7.3,204500.0
0.1,2,24,Data Scientist,1,2,3,6.0,151800.0
0.3,1,4,Machine Learning Engineer,1,0,6,2.9,131200.0
2.4,2,17,Frontend Engineer,1,3,1,7.3,151100.0
5.4,3,5,Frontend Engineer,2,1,4,4.7,148900.0
0.7,2,11,Backend Engineer,1,3,2,5.8,154400.0
1.3,4,14,Backend Engineer,2,1,1,4.9,126200.0
1.1,2,8,Backend Engineer,1,5,4,5.0,161100.0
2.0,2,21,Data Scientist,1,0,0,6.4,159100.0
1.0,2,15,Frontend Engineer,1,2,1,5.3,128700.0
1.7,2,24,Backend Engineer,1,0,0,6.6,145700.0
5.2,2,23,Cloud Architect,1,3,1,8.3,232700.0
3.8,2,22,Frontend Engineer,1,1,1,7.2,160300.0
0.3,3,8,Data Scientist,1,5,2,5.4,166200.0
4.1,3,10,Machine Learning Engineer,2,1,3,5.9,187900.0
2.6,1,5,Data Scientist,1,3,1,4.6,163900.0
10.9,3,20,Backend Engineer,3,3,6,7.6,187800.0
1.4,2,16,Data Scientist,3,0,0,5.7,110400.0
5.2,2,14,Data Scientist,3,4,2,7.3,160300.0
5.3,2,8,Cloud Architect,1,1,1,5.2,217600.0
1.0,2,16,Frontend Engineer,3,3,6,5.2,98200.0
9.3,2,16,Software Engineer,1,0,3,6.0,199500.0
2.7,2,11,Cloud Architect,1,4,0,6.2,204100.0
4.5,2,14,Full Stack Engineer,1,2,2,7.4,190300.0
0.6,2,11,Cloud Architect,3,3,4,5.3,129100.0
1.2,2,13,Backend Engineer,1,4,5,5.8,158300.0
3.5,2,14,DevOps Engineer,3,2,3,6.1,134500.0
1.5,2,4,Software Engineer,1,5,7,6.7,173100.0
2.8,2,10,Machine Learning Engineer,3,2,6,5.9,144300.0
1.9,3,11,DevOps Engineer,3,0,4,4.2,113800.0
4.1,2,9,Backend Engineer,3,1,4,5.4,128500.0
2.7,2,17,Software Engineer,2,3,2,6.8,144300.0
0.0,2,23,Data Scientist,3,4,2,6.3,114300.0
4.2,3,10,Backend Engineer,3,5,2,7.2,153400.0
2.2,1,6,Software Engineer,1,5,6,5.3,160800.0
1.7,2,5,Full Stack Engineer,2,2,7,3.7,132600.0
0.4,2,21,Data Scientist,2,5,6,7.2,151300.0
1.0,4,6,Cloud Architect,1,1,4,4.2,180400.0
1.0,2,17,Backend Engineer,3,2,5,5.9,118400.0
11.0,2,21,Machine Learning Engineer,1,3,0,8.7,274100.0
2.3,2,16,Cloud Architect,2,3,2,6.0,167100.0
0.2,2,11,Machine Learning Engineer,1,5,3,6.5,173500.0
0.6,2,7,Backend Engineer,1,0,2,4.3,133200.0
0.3,3,18,Software Engineer,1,3,5,5.6,144300.0
3.6,2,15,Cloud Architect,3,3,2,5.4,147000.0
0.8,2,17,Cloud Architect,1,3,5,5.6,182700.0
2.8,2,23,Backend Engineer,3,1,2,6.8,119000.0
1.8,2,10,DevOps Engineer,3,4,7,5.5,132100.0
6.5,2,15,Data Scientist,2,4,4,7.2,191600.0
1.5,2,12,Frontend Engineer,1,5,5,6.0,159900.0
2.5,2,13,Cloud Architect,1,3,0,6.0,196900.0
5.1,2,11,Machine Learning Engineer,2,4,2,7.3,197300.0
2.3,2,23,Cloud Architect,1,5,4,7.8,213400.0
6.3,3,5,Cloud Architect,2,3,7,6.1,231500.0
4.3,2,19,Software Engineer,3,4,3,7.4,133100.0
2.1,3,24,Full Stack Engineer,1,4,0,7.3,173700.0
2.8,1,21,Cloud Architect,2,5,4,8.3,187800.0
13.7,2,23,Backend Engineer,3,2,7,10.0,202600.0
4.3,2,13,Data Scientist,3,5,5,8.4,155700.0
9.4,2,9,Backend Engineer,3,1,1,7.1,170300.0
0.8,2,9,Full Stack Engineer,3,2,3,4.6,109300.0
2.6,3,23,Data Scientist,1,2,3,6.5,188000.0
9.6,4,16,Full Stack Engineer,3,4,1,9.1,198000.0
1.6,2,22,Data Scientist,3,0,4,5.5,120700.0
13.7,3,20,Frontend Engineer,2,0,4,9.3,210100.0
0.4,2,5,Machine Learning Engineer,1,1,6,3.5,165400.0
9.3,3,21,Data Scientist,2,3,5,9.0,230100.0
2.4,2,10,Full Stack Engineer,1,4,3,5.4,169900.0
0.3,3,17,Software Engineer,1,1,6,5.9,143900.0
8.5,1,18,Cloud Architect,2,2,4,7.1,216700.0
1.2,3,11,Machine Learning Engineer,2,4,1,6.0,160200.0
0.1,2,12,Cloud Architect,2,2,6,4.9,151700.0
0.6,2,24,DevOps Engineer,1,1,4,6.4,146100.0
4.3,2,14,Frontend Engineer,3,0,3,5.5,120200.0
15.2,3,6,Backend Engineer,1,1,4,7.6,271600.0
0.5,2,23,Frontend Engineer,1,5,0,7.5,141400.0
2.5,2,17,Frontend Engineer,2,4,1,6.3,130600.0
0.8,2,11,Backend Engineer,1,4,7,5.1,155500.0
5.5,3,6,Data Scientist,1,3,1,5.8,213200.0
0.5,2,21,Cloud Architect,1,0,7,5.4,170000.0
1.1,2,17,Frontend Engineer,3,4,2,5.9,101000.0
0.9,3,23,Cloud Architect,2,0,4,6.5,160300.0
3.2,2,11,Machine Learning Engineer,1,4,5,6.1,203700.0
8.3,2,20,Cloud Architect,1,0,7,7.3,255200.0
2.9,2,11,Frontend Engineer,2,5,1,5.7,128700.0
0.2,3,8,Software Engineer,3,1,4,5.6,101500.0
3.3,2,15,Machine Learning Engineer,2,0,0,7.1,165000.0
6.4,2,5,Software Engineer,3,2,6,5.3,139300.0
0.6,3,20,Machine Learning Engineer,2,5,3,7.8,178100.0
0.3,1,16,Full Stack Engineer,2,1,3,5.2,122700.0
0.8,3,17,Backend Engineer,3,4,2,7.4,121900.0
5.5,2,12,Machine Learning Engineer,3,4,2,7.2,164000.0
3.6,2,12,Machine Learning Engineer,3,3,7,6.3,160400.0
3.1,2,12,Data Scientist,2,5,7,5.2,169900.0
1.1,2,23,Cloud Architect,3,2,5,6.1,141600.0
1.6,2,9,Data Scientist,2,5,7,6.0,160900.0
13.5,1,15,Cloud Architect,3,3,1,9.2,222400.0
1.1,3,13,Full Stack Engineer,1,5,5,5.6,170700.0
9.3,1,8,Data Scientist,2,1,1,6.1,190300.0
3.5,3,21,DevOps Engineer,3,3,1,7.6,144300.0
0.5,2,10,Cloud Architect,1,1,0,3.8,158600.0
2.5,2,16,DevOps Engineer,2,3,2,6.5,146800.0
11.9,3,4,Data Scientist,3,0,2,7.2,196500.0
2.2,2,9,DevOps Engineer,1,1,3,5.2,153700.0
8.0,3,24,Cloud Architect,2,1,2,8.4,229400.0
1.2,2,24,Software Engineer,2,0,2,5.0,113700.0
3.4,2,11,DevOps Engineer,2,0,0,4.7,133700.0
7.4,2,12,Data Scientist,1,2,5,8.1,221900.0
10.1,2,10,Data Scientist,1,0,1,6.4,226600.0
2.7,2,13,DevOps Engineer,1,3,5,6.9,184600.0
4.1,3,11,Cloud Architect,1,0,6,5.0,212000.0
0.0,2,5,Full Stack Engineer,1,0,6,3.4,122500.0
1.2,2,21,Full Stack Engineer,2,1,7,6.4,141800.0
1.3,3,18,Cloud Architect,2,1,0,5.8,152400.0
0.4,3,9,Frontend Engineer,3,5,4,5.9,112300.0
1.3,2,17,Data Scientist,1,0,3,4.9,147900.0
1.5,2,21,Data Scientist,2,2,3,5.8,138000.0
13.9,2,6,Machine Learning Engineer,1,1,3,7.0,286500.0
4.4,2,4,Data Scientist,3,3,5,5.2,147000.0
2.2,2,4,Software Engineer,2,5,1,5.4,130600.0
17.7,4,17,DevOps Engineer,3,3,1,10.0,243000.0
0.7,2,4,Machine Learning Engineer,1,0,1,3.7,141900.0
2.6,2,4,Data Scientist,2,0,3,4.4,136600.0
4.2,3,7,Software Engineer,2,2,7,5.6,159500.0
0.2,2,15,Frontend Engineer,3,0,3,4.2,95300.0
5.0,3,18,Machine Learning Engineer,2,5,5,7.9,208700.0
0.4,2,7,DevOps Engineer,2,4,5,5.2,140100.0
0.6,2,13,DevOps Engineer,1,4,6,6.4,165700.0
0.7,3,14,Cloud Architect,2,0,3,4.2,144000.0
10.6,2,9,Cloud Architect,1,5,4,7.0,295300.0
4.6,3,13,Backend Engineer,1,4,4,7.0,199400.0
4.3,2,15,Data Scientist,1,3,6,7.0,199200.0
3.2,3,6,Machine Learning Engineer,3,5,5,5.9,163700.0
1.4,2,18,DevOps Engineer,1,5,3,7.0,183700.0
3.9,2,19,Full Stack Engineer,3,0,1,6.8,128400.0
2.1,2,13,Machine Learning Engineer,3,3,1,5.7,128200.0
0.6,2,14,Full Stack Engineer,3,3,4,5.6,107600.0
4.7,1,19,Data Scientist,3,4,4,7.7,153300.0
0.6,2,20,Software Engineer,3,2,3,5.4,107800.0
0.8,2,17,Full Stack Engineer,1,3,3,6.1,153700.0
6.8,2,19,Machine Learning Engineer,1,4,1,8.1,240000.0
4.3,3,17,Cloud Architect,2,2,5,7.7,211800.0
4.0,2,9,Machine Learning Engineer,2,5,2,6.4,184500.0
2.2,2,13,DevOps Engineer,1,4,5,6.4,178500.0
2.0,2,20,Cloud Architect,2,4,6,7.7,180100.0
4.7,2,13,Full Stack Engineer,2,0,1,5.2,141500.0
5.4,3,24,Frontend Engineer,3,5,5,9.6,162600.0
2.9,2,13,DevOps Engineer,2,5,1,7.8,171100.0
13.9,2,17,Frontend Engineer,2,1,3,8.8,201300.0
12.5,1,23,Frontend Engineer,2,2,7,9.2,205800.0
2.1,3,20,Full Stack Engineer,2,4,7,8.1,167800.0
6.9,2,12,Full Stack Engineer,3,3,2,7.5,155600.0
3.1,3,18,Machine Learning Engineer,1,3,2,6.9,207100.0
2.9,2,10,Data Scientist,2,1,7,6.1,155300.0
0.2,3,5,Data Scientist,2,2,6,5.0,139700.0
3.4,2,7,Software Engineer,2,0,3,4.5,122400.0
9.2,3,23,Cloud Architect,1,2,0,8.8,276400.0
6.1,1,21,Full Stack Engineer,1,3,3,8.3,198300.0
6.2,2,14,DevOps Engineer,1,3,4,7.1,220200.0
0.7,3,8,Cloud Architect,1,0,5,3.3,165600.0
1.8,2,11,DevOps Engineer,3,0,2,4.2,113400.0
1.1,1,23,Cloud Architect,2,3,6,6.1,146300.0
1.5,4,8,Data Scientist,1,4,3,5.8,195700.0
3.5,2,5,Data Scientist,1,4,1,5.0,179300.0
1.8,2,8,Frontend Engineer,1,0,1,4.5,129500.0
3.3,2,6,Frontend Engineer,3,5,5,7.1,127800.0
2.3,2,15,DevOps Engineer,2,4,1,7.4,156900.0
1.4,3,22,DevOps Engineer,3,0,6,4.9,119800.0
0.4,2,10,Frontend Engineer,1,2,7,4.1,123800.0
8.9,2,22,Backend Engineer,3,2,3,8.0,161100.0
0.0,2,7,Cloud Architect,1,2,0,3.8,154600.0
0.0,2,17,Data Scientist,1,0,6,4.0,135600.0
7.0,3,22,Frontend Engineer,1,0,4,7.4,190300.0
20.0,3,21,Frontend Engineer,2,4,1,10.0,246600.0
5.2,2,10,Full Stack Engineer,1,4,3,7.3,202800.0
0.1,1,18,DevOps Engineer,2,4,0,6.1,115500.0
1.0,3,24,Machine Learning Engineer,3,1,2,6.3,135200.0
14.3,2,4,Frontend Engineer,1,0,7,7.3,230800.0
6.6,2,15,Full Stack Engineer,1,5,6,7.9,225400.0
3.3,2,22,Software Engineer,3,2,7,7.6,129500.0
1.1,2,9,Frontend Engineer,2,2,6,5.2,117000.0
0.1,3,16,Machine Learning Engineer,3,1,6,5.0,130200.0
0.1,2,9,Full Stack Engineer,1,1,7,3.3,132100.0
3.8,4,16,Machine Learning Engineer,1,2,6,7.4,230400.0
0.1,2,18,Frontend Engineer,1,0,2,4.8,119500.0
20.0,2,19,Software Engineer,3,2,5,10.0,214300.0
0.8,4,11,Frontend Engineer,3,2,7,4.0,97600.0
5.0,3,16,Full Stack Engineer,3,5,4,7.7,161300.0
0.7,3,16,Software Engineer,2,1,3,5.4,119900.0
3.1,2,23,Software Engineer,3,1,3,6.9,123300.0
0.3,3,23,Software Engineer,2,4,1,8.9,138200.0
5.8,2,15,Backend Engineer,2,1,0,6.2,154500.0
3.5,2,22,Full Stack Engineer,3,5,4,8.5,146400.0
0.4,2,20,Backend Engineer,1,5,0,7.3,152800.0
7.6,2,6,Machine Learning Engineer,1,2,6,5.8,234600.0
3.2,3,18,Software Engineer,1,5,6,7.9,187200.0
10.2,2,20,Backend Engineer,3,4,6,9.0,175900.0
9.9,1,9,Frontend Engineer,1,2,4,7.7,204300.0
10.1,2,22,Backend Engineer,1,0,3,9.3,228400.0
0.3,2,15,Data Scientist,3,0,3,5.0,104100.0
0.5,2,7,Machine Learning Engineer,1,1,4,4.1,154700.0
17.6,2,24,Software Engineer,1,4,0,10.0,278900.0
2.7,2,15,Software Engineer,2,5,5,7.8,146700.0
1.1,2,5,DevOps Engineer,3,3,2,4.2,123900.0
5.9,4,10,Cloud Architect,1,0,2,5.4,236600.0
1.2,2,19,Machine Learning Engineer,2,5,6,7.5,179700.0
5.2,2,15,Machine Learning Engineer,1,0,1,6.0,208100.0
7.3,3,19,Full Stack Engineer,2,0,1,6.5,175200.0
6.1,1,17,Frontend Engineer,1,0,5,6.9,169500.0
1.3,3,4,DevOps Engineer,1,1,0,4.5,155300.0
2.1,2,12,Machine Learning Engineer,2,4,5,6.0,176200.0
2.1,3,10,DevOps Engineer,3,0,3,4.8,125600.0
2.7,1,8,Machine Learning Engineer,2,5,0,5.8,156300.0
0.7,2,13,DevOps Engineer,3,5,4,5.6,123200.0
2.4,2,13,Full Stack Engineer,2,1,6,5.2,143300.0
2.9,2,21,Machine Learning Engineer,1,4,2,7.5,199100.0
3.0,3,10,Backend Engineer,1,4,1,5.3,180300.0
6.9,1,21,Data Scientist,3,3,7,7.9,170300.0
2.9,2,16,Data Scientist,2,2,0,6.3,147900.0
1.0,2,14,Data Scientist,3,0,0,5.7,105400.0
4.4,3,13,Machine Learning Engineer,1,1,4,5.8,217800.0
6.4,3,12,DevOps Engineer,1,4,6,6.5,227200.0
1.5,2,18,Data Scientist,1,3,6,6.3,171800.0
4.1,2,17,Frontend Engineer,1,2,3,6.3,166800.0
0.6,2,6,Backend Engineer,1,4,6,5.4,158400.0
1.7,2,17,Data Scientist,2,4,3,6.5,153000.0
9.6,2,24,Software Engineer,2,0,6,6.7,187800.0
9.7,2,19,Machine Learning Engineer,1,2,7,10.0,285300.0
3.4,4,6,Backend Engineer,1,2,6,5.3,190800.0
4.8,3,11,Frontend Engineer,2,1,2,5.9,155400.0
7.7,2,5,Data Scientist,2,3,5,5.5,201600.0
12.7,2,5,Frontend Engineer,2,5,5,7.4,196700.0
2.7,4,21,Machine Learning Engineer,2,1,1,6.4,171800.0
3.3,2,10,Data Scientist,3,3,3,6.1,127400.0
2.1,2,20,Software Engineer,2,1,3,6.7,130900.0
0.3,3,9,Backend Engineer,3,3,7,5.2,110900.0
2.2,2,13,DevOps Engineer,2,5,3,5.9,151300.0
6.3,2,10,Software Engineer,1,0,5,4.3,180900.0
6.5,2,7,Data Scientist,1,3,0,6.3,202900.0
8.9,2,14,Full Stack Engineer,2,5,6,8.1,207400.0
0.2,2,19,Cloud Architect,2,1,6,4.9,143600.0
3.0,2,20,Backend Engineer,2,2,3,7.2,150000.0
0.5,2,9,Frontend Engineer,1,4,5,4.4,134800.0
0.9,4,23,Data Scientist,2,5,4,7.9,161300.0
9.2,2,22,Software Engineer,3,5,5,8.6,166100.0
2.7,2,23,Machine Learning Engineer,2,5,2,8.0,188100.0
5.7,2,24,DevOps Engineer,2,3,3,8.8,181000.0
0.3,2,21,Full Stack Engineer,3,3,7,6.3,120700.0
2.2,3,18,DevOps Engineer,2,2,1,7.3,149700.0
4.5,2,5,Machine Learning Engineer,1,0,7,5.9,199400.0
0.6,2,22,Data Scientist,3,1,0,6.2,105100.0
1.6,2,9,Cloud Architect,1,0,6,4.8,182800.0
0.3,2,15,Frontend Engineer,2,3,4,6.4,114500.0
4.2,2,4,Software Engineer,1,3,5,5.8,177300.0
14.1,2,14,Backend Engineer,1,5,2,10.0,279700.0
7.0,2,22,Full Stack Engineer,1,5,0,8.6,217200.0
14.7,4,7,Data Scientist,1,0,4,6.5,296400.0
7.5,3,24,Data Scientist,1,1,0,7.2,228200.0
7.7,3,22,Data Scientist,1,3,2,9.9,244000.0
3.4,3,24,Data Scientist,3,3,2,7.8,148400.0
2.9,3,9,Software Engineer,3,0,3,4.7,123200.0
2.1,3,11,Backend Engineer,3,4,1,6.8,131100.0
6.8,1,12,Frontend Engineer,3,5,3,7.2,130600.0
0.8,2,13,Full Stack Engineer,2,2,5,5.7,123700.0
0.2,3,13,DevOps Engineer,3,3,6,5.6,125300.0
11.8,2,13,Cloud Architect,2,1,0,8.1,248300.0
0.0,2,7,Data Scientist,2,4,3,4.8,126300.0
15.1,2,21,Machine Learning Engineer,2,0,2,8.7,264100.0
5.2,2,15,Data Scientist,1,0,2,5.6,196500.0
1.6,2,14,Backend Engineer,3,1,2,4.9,114700.0
4.8,2,19,Backend Engineer,2,5,3,8.0,181700.0
6.8,2,22,Cloud Architect,1,5,6,7.9,267400.0
1.1,3,14,Software Engineer,1,4,5,5.4,158900.0
5.9,3,7,Software Engineer,1,1,5,5.7,188500.0
6.5,3,15,Machine Learning Engineer,3,3,4,7.3,181900.0
1.1,3,20,Machine Learning Engineer,3,4,3,7.0,140200.0
0.2,2,16,Software Engineer,1,2,3,5.5,131700.0
0.9,2,7,Full Stack Engineer,1,2,7,6.2,162600.0
0.9,1,9,Machine Learning Engineer,1,1,3,4.7,143900.0
0.3,3,10,Software Engineer,3,2,3,4.6,95300.0
5.2,1,11,Data Scientist,1,1,2,6.0,188800.0
1.9,3,5,Software Engineer,3,3,6,5.6,120400.0
8.6,2,12,DevOps Engineer,2,5,1,8.1,198800.0
1.2,3,13,Full Stack Engineer,3,3,3,6.2,121000.0
2.4,2,22,Software Engineer,2,1,7,6.8,139000.0
4.1,3,4,Software Engineer,2,3,3,5.2,151500.0
8.4,2,19,Data Scientist,2,2,1,8.0,203600.0
3.0,2,21,Machine Learning Engineer,3,3,7,8.1,151400.0
1.9,2,11,Data Scientist,3,2,3,5.5,123200.0
8.1,4,13,DevOps Engineer,2,5,6,7.5,223000.0
1.5,2,14,DevOps Engineer,2,5,1,6.4,148200.0
0.3,3,20,Cloud Architect,3,2,2,4.8,119900.0
2.4,3,10,Data Scientist,3,0,4,4.9,124900.0
6.2,3,6,Software Engineer,2,3,3,6.9,173300.0
0.1,2,10,Data Scientist,1,3,4,4.3,150800.0
3.5,2,9,Backend Engineer,1,1,3,5.4,175600.0
3.6,2,6,Frontend Engineer,3,1,0,5.5,112800.0
10.6,4,11,Frontend Engineer,1,4,6,8.8,244900.0
1.4,4,4,Data Scientist,1,2,5,5.2,187900.0
1.3,3,8,Machine Learning Engineer,1,5,0,4.7,183400.0
2.3,2,22,Full Stack Engineer,2,5,2,8.0,162300.0
1.8,2,16,DevOps Engineer,2,0,4,4.5,137600.0
5.3,4,14,Data Scientist,1,2,4,6.0,218700.0
4.1,1,14,Machine Learning Engineer,1,3,1,7.1,208000.0
5.7,3,5,Data Scientist,3,4,6,6.3,168600.0
6.9,2,12,Software Engineer,3,2,1,7.2,151500.0
10.3,2,5,DevOps Engineer,1,4,3,6.8,248600.0
2.3,3,24,DevOps Engineer,1,2,1,7.9,181700.0
16.7,2,22,Machine Learning Engineer,2,3,1,10.0,282400.0
1.0,2,15,DevOps Engineer,3,3,4,6.5,119600.0
5.0,4,12,Full Stack Engineer,3,2,0,5.6,142000.0
3.1,2,12,Data Scientist,2,5,4,7.4,177700.0
6.8,3,13,Backend Engineer,3,5,6,7.6,168700.0
2.6,3,8,Machine Learning Engineer,1,0,1,4.2,171900.0
6.1,1,12,Frontend Engineer,1,3,3,7.2,176900.0
10.6,2,21,Machine Learning Engineer,2,1,0,8.8,230500.0
5.3,2,13,Cloud Architect,3,0,7,5.4,159800.0
6.0,2,20,Backend Engineer,2,2,1,8.7,175500.0
0.3,2,13,DevOps Engineer,3,0,1,5.7,101800.0
0.9,3,17,Cloud Architect,3,1,5,5.9,141300.0
14.6,1,7,Backend Engineer,2,3,7,8.7,236000.0
4.7,2,13,DevOps Engineer,1,3,3,6.8,200800.0
3.3,1,21,Backend Engineer,1,5,3,6.9,170700.0
1.8,1,8,Full Stack Engineer,3,3,1,5.4,118100.0
0.2,2,12,Full Stack Engineer,1,5,1,6.0,141900.0
1.8,3,9,Machine Learning Engineer,1,1,4,4.5,181300.0
2.8,2,19,Cloud Architect,3,0,2,5.8,133300.0
1.0,2,19,Full Stack Engineer,3,2,3,4.7,108300.0
0.8,2,14,Frontend Engineer,1,2,6,4.8,134500.0
2.8,2,24,Cloud Architect,3,0,7,7.1,150000.0
3.5,2,18,DevOps Engineer,1,3,3,8.0,200600.0
1.1,3,22,Software Engineer,1,5,6,6.8,174800.0
3.5,2,6,Machine Learning Engineer,2,2,6,5.3,171600.0
9.2,2,19,Data Scientist,3,3,7,9.1,192900.0
2.6,2,24,Data Scientist,1,4,5,7.4,199800.0
7.8,2,23,Machine Learning Engineer,1,4,4,9.3,267300.0
10.5,1,8,Software Engineer,1,2,7,7.2,218800.0
0.4,2,12,Data Scientist,3,0,0,5.3,94800.0
0.4,2,8,Machine Learning Engineer,2,0,5,3.3,129600.0
2.6,2,7,Machine Learning Engineer,2,0,5,3.8,153800.0
3.5,2,16,Backend Engineer,1,3,0,6.9,172300.0
2.2,2,23,Frontend Engineer,2,4,7,7.6,142000.0
1.6,2,20,Cloud Architect,2,3,0,6.7,161700.0
4.1,3,23,Data Scientist,3,1,3,7.4,154900.0
0.0,2,15,Frontend Engineer,1,1,2,4.5,124800.0
13.8,3,23,DevOps Engineer,3,2,7,9.0,220500.0
1.1,2,23,Machine Learning Engineer,2,1,2,6.0,144200.0
10.0,2,10,Software Engineer,1,0,6,6.5,218400.0
0.5,2,4,Machine Learning Engineer,1,2,4,4.0,161100.0
1.1,3,19,Data Scientist,2,4,6,7.5,163400.0
1.1,2,10,Frontend Engineer,3,5,0,6.4,114800.0
20.0,2,5,Backend Engineer,2,4,0,10.0,267900.0
0.0,2,15,Cloud Architect,2,1,1,5.2,136700.0
4.1,2,14,Backend Engineer,1,1,4,5.7,179000.0
8.2,2,11,Machine Learning Engineer,1,4,5,7.0,255100.0
4.5,2,4,Software Engineer,2,1,5,4.2,145100.0
1.8,2,6,DevOps Engineer,2,1,4,4.1,138600.0
12.7,2,11,Cloud Architect,3,3,3,8.4,226500.0
9.0,2,11,Full Stack Engineer,1,5,3,7.4,234100.0
2.3,2,14,Data Scientist,1,5,4,6.9,189800.0
3.4,2,24,Machine Learning Engineer,1,4,2,7.8,214900.0
13.7,2,8,Backend Engineer,3,4,4,8.3,197100.0
16.2,2,11,Backend Engineer,2,1,2,9.4,238900.0
2.4,2,24,Software Engineer,1,0,3,5.0,145600.0
7.5,1,12,Backend Engineer,1,3,6,7.0,214300.0
1.4,2,20,Data Scientist,1,0,4,4.3,144600.0
1.9,2,8,Software Engineer,2,1,2,4.9,118700.0
0.7,2,22,Frontend Engineer,3,4,1,7.5,115100.0
0.9,2,22,Software Engineer,3,0,1,5.1,96900.0
4.3,2,5,DevOps Engineer,2,5,4,5.4,168900.0
2.9,1,22,Data Scientist,1,2,0,5.9,168000.0
1.1,2,18,DevOps Engineer,2,0,4,5.5,126700.0
2.1,4,11,Data Scientist,3,4,3,5.8,134600.0
1.9,2,11,Frontend Engineer,1,5,3,6.1,154700.0
17.5,2,4,Machine Learning Engineer,3,1,7,7.9,239800.0
7.7,2,17,Software Engineer,3,0,1,6.4,139600.0
2.0,2,14,Data Scientist,2,1,2,6.2,144800.0
9.8,3,10,Data Scientist,2,3,1,7.7,220500.0
1.7,3,21,Frontend Engineer,2,2,2,5.8,120000.0
4.4,3,18,Full Stack Engineer,2,4,6,7.0,177100.0
13.6,4,13,Software Engineer,1,4,4,8.6,275100.0
2.0,2,7,Cloud Architect,1,1,0,5.5,171900.0
4.6,2,24,Data Scientist,1,2,3,8.0,196300.0
1.4,3,4,Backend Engineer,3,5,4,5.3,121300.0
1.2,2,17,Frontend Engineer,2,4,1,7.6,130800.0
3.4,4,23,Full Stack Engineer,2,0,5,7.5,157100.0
15.5,2,23,Full Stack Engineer,3,4,5,10.0,217600.0
2.4,2,12,Frontend Engineer,1,0,4,4.8,140800.0
11.1,4,16,Full Stack Engineer,2,4,0,8.7,225600.0
9.8,2,20,Data Scientist,2,0,2,7.3,196200.0
1.2,3,23,Full Stack Engineer,1,3,6,8.0,173700.0
2.1,1,7,Software Engineer,1,1,0,4.1,132900.0
4.1,2,8,Cloud Architect,3,5,1,7.0,171500.0
2.9,3,21,Backend Engineer,3,5,0,8.2,135900.0
0.4,2,20,Cloud Architect,1,3,7,6.2,189700.0
20.0,1,24,Cloud Architect,3,5,3,10.0,277700.0
5.6,1,10,Data Scientist,3,0,5,4.7,135500.0
2.3,3,13,Frontend Engineer,1,5,7,6.6,168500.0
3.9,3,12,Backend Engineer,1,1,0,5.4,171500.0
0.4,2,16,Machine Learning Engineer,1,2,4,6.2,175600.0
2.7,1,21,Data Scientist,2,0,2,6.4,140600.0
10.7,3,15,Backend Engineer,2,5,3,7.9,226900.0
9.1,3,11,Full Stack Engineer,1,4,3,8.5,244100.0
1.6,2,21,Machine Learning Engineer,2,4,3,7.4,165200.0
3.0,2,8,Frontend Engineer,1,2,7,4.7,156400.0
4.8,3,10,Frontend Engineer,1,3,1,6.1,184100.0
1.7,2,18,Cloud Architect,2,0,1,4.8,143400.0
0.3,4,6,Software Engineer,1,4,4,4.9,159900.0
2.8,2,21,Full Stack Engineer,2,1,7,6.6,150200.0
3.7,2,9,Cloud Architect,3,2,2,5.4,142900.0
0.0,2,9,Software Engineer,1,3,0,4.7,120100.0
0.4,3,23,Software Engineer,1,3,4,5.8,147500.0
0.9,2,4,Full Stack Engineer,1,1,1,4.2,137600.0
1.7,2,24,Data Scientist,2,5,4,6.7,162100.0
3.1,2,20,Machine Learning Engineer,2,1,2,6.5,157900.0
1.4,3,14,DevOps Engineer,2,5,7,5.4,163000.0
1.3,2,5,Software Engineer,2,2,4,4.6,122100.0
8.1,2,12,Backend Engineer,1,1,6,6.8,214800.0
0.6,2,22,Machine Learning Engineer,1,4,5,7.2,187600.0
2.7,2,9,Data Scientist,1,3,5,6.2,193200.0
12.2,1,10,Cloud Architect,2,5,3,9.4,264600.0
3.9,2,7,Full Stack Engineer,1,1,0,4.2,154800.0
5.1,2,6,Frontend Engineer,3,0,6,4.9,118800.0
2.3,3,5,Data Scientist,2,1,1,5.7,154100.0
0.1,3,13,Cloud Architect,1,5,6,6.2,199800.0
4.2,3,13,Software Engineer,2,3,1,6.0,157100.0
4.0,2,20,Backend Engineer,3,4,5,7.6,140100.0
0.5,3,19,Cloud Architect,1,1,7,5.5,177800.0
2.5,1,4,Machine Learning Engineer,1,4,2,4.6,179700.0
9.9,1,15,Full Stack Engineer,2,0,2,7.8,179500.0
0.9,2,23,Frontend Engineer,2,5,2,7.8,132800.0
2.5,2,23,Machine Learning Engineer,1,3,1,6.5,193300.0
2.5,2,13,Backend Engineer,3,2,3,5.7,117900.0
6.7,2,4,DevOps Engineer,2,3,6,5.7,185500.0
7.0,2,19,Frontend Engineer,3,5,0,7.6,142500.0
5.7,2,14,Full Stack Engineer,1,2,2,5.9,186100.0
1.8,2,7,Machine Learning Engineer,3,2,1,4.1,117800.0
0.3,2,6,Data Scientist,1,3,3,4.7,150300.0
1.7,2,16,Software Engineer,1,5,2,6.6,160500.0
4.6,1,24,Full Stack Engineer,3,2,6,7.0,140400.0
4.9,2,18,Cloud Architect,1,5,2,7.6,233900.0
